Mushroom ID,Cap Shape,Cap Color,Gill Size,Stalk Shape,Habitat,Edibility,Market Demand,Spore Print Color,Population,Odor,Bruising,Ring Type,Stalk Surface Above Ring,Stalk Surface Below Ring,Stalk Color Above Ring,Stalk Color Below Ring,Veil Type,Veil Color,Growth Rate,Inspection Date,Incubation date,Temperature,Measurement
974,?,white,narrow,tapering,paths,poisonous,7,yellow,solitary,anise,No,evanescent,fibrous,silky,pink,white,partial,orange,1.847162371464359,3/10/2023,3/2/2023,24,C
975,flat,white,narrow,enlarging,woods,poisonous,10,orange,?,foul,?,none,silky,silky,pink,pink,partial,brown,4.584549104304417,4/10/2023,4/2/2023,4,C
976,conical,gray,narrow,tapering,leaves,poisonous,10,white,numerous,?,Yes,none,?,smooth,pink,white,universal,brown,2.7114171373045663,4/11/2023,4/4/2023,16,C
977,bell,?,narrow,?,leaves,edible,10,brown,numerous,almond,No,none,smooth,scaly,pink,pink,partial,white,3.6973964335868645,5/6/2023,5/5/2023,14,C
978,flat,yellow,broad,enlarging,urban,edible,4,black,numerous,anise,No,flaring,smooth,silky,orange,pink,partial,brown,1.9385124867425854,3/11/2023,3/3/2023,28,C
?,flat,white,?,tapering,?,poisonous,10,?,solitary,almond,?,pendant,smooth,smooth,pink,orange,partial,brown,0.770190072,1/12/2023,1/5/2023,14,C
980,conical,gray,narrow,enlarging,grasses,poisonous,4,yellow,solitary,foul,No,flaring,fibrous,smooth,gray,gray,partial,yellow,1.4202926693977478,3/2/2023,3/2/2023,15,C
981,convex,red,narrow,enlarging,grasses,?,5,brown,numerous,creosote,Yes,pendant,smooth,scaly,white,orange,partial,yellow,4.052713942756867,1/3/2023,1/1/2023,28,C
982,sunken,red,broad,tapering,grasses,edible,5,white,solitary,anise,Yes,pendant,scaly,silky,gray,white,?,white,?,3/4/2023,3/2/2023,25,C
983,bell,?,?,enlarging,paths,edible,10,black,several,foul,Yes,evanescent,fibrous,silky,brown,pink,universal,white,2.631129278525991,3/11/2023,3/2/2023,5,C
984,conical,red,broad,tapering,leaves,poisonous,8,orange,several,anise,No,flaring,?,silky,white,orange,universal,?,2.2357278201181736,4/7/2023,4/4/2023,20,C
985,conical,red,broad,enlarging,grasses,poisonous,5,black,several,foul,Yes,pendant,scaly,smooth,?,pink,partial,orange,3.303325231877607,1/11/2023,1/4/2023,6,C
?,conical,?,narrow,enlarging,grasses,?,?,brown,?,creosote,No,evanescent,scaly,?,pink,orange,partial,yellow,1.6793468004802787,2/3/2023,2/1/2023,11,C
987,convex,gray,?,enlarging,urban,edible,10,white,abundant,foul,Yes,flaring,fibrous,scaly,pink,brown,partial,yellow,1.4111653463225275,5/13/2022,5/4/2022,8,C
988,flat,brown,broad,enlarging,urban,edible,5,white,abundant,creosote,Yes,flaring,silky,smooth,?,orange,partial,white,2.8080089299971607,1/4/2023,1/4/2023,29,C
989,?,gray,narrow,enlarging,?,edible,?,white,abundant,anise,No,pendant,scaly,fibrous,white,gray,universal,brown,3.985745880463447,5/9/2021,5/5/2021,10,C
?,?,white,narrow,tapering,paths,poisonous,5,brown,numerous,musty,No,evanescent,scaly,scaly,gray,gray,partial,brown,1.1367344696136918,2/6/2020,2/2/2020,2,C
991,bell,white,narrow,tapering,urban,?,?,black,scattered,foul,No,flaring,silky,silky,orange,white,partial,white,4.7798213865986146,1/2/2023,1/2/2023,29,C
992,conical,brown,broad,enlarging,urban,poisonous,9,brown,?,creosote,Yes,flaring,fibrous,scaly,?,pink,partial,yellow,15.3484878145262922,4/9/2023,4/3/2023,26,C
993,sunken,white,broad,enlarging,woods,poisonous,9,yellow,abundant,foul,Yes,flaring,smooth,scaly,gray,brown,universal,orange,3.779518165668043,1/7/2023,1/5/2023,6,C
994,sunken,gray,broad,tapering,urban,edible,3,?,scattered,almond,No,none,?,scaly,?,white,universal,yellow,3.574408988372189,5/10/2023,5/1/2023,24,C
995,convex,gray,broad,tapering,leaves,poisonous,3,black,numerous,anise,No,none,scaly,smooth,gray,gray,partial,white,1.5888757465434287,3/2/2022,3/1/2022,9,C
996,sunken,red,broad,enlarging,woods,poisonous,4,brown,abundant,?,Yes,evanescent,silky,smooth,white,orange,universal,white,3.755729472021494,1/7/2022,1/5/2022,25,C
997,conical,brown,broad,tapering,woods,edible,1,orange,numerous,musty,No,evanescent,fibrous,fibrous,white,brown,partial,brown,?,5/11/2023,5/3/2023,4,C
998,conical,?,narrow,tapering,?,edible,10,brown,scattered,foul,Yes,evanescent,fibrous,silky,gray,orange,partial,yellow,11.2583910697714988,3/7/2023,3/4/2023,19,C
999,sunken,red,narrow,enlarging,grasses,edible,6,brown,scattered,almond,No,pendant,fibrous,?,pink,orange,universal,brown,4.964073966,3/2/2023,3/2/2023,20,C
1000,convex,red,broad,tapering,leaves,?,9,black,scattered,foul,?,flaring,?,scaly,brown,?,?,?,4.451239984190497,4/3/2023,4/3/2023,0,C
